iata,icao,name,country,latitude,longitude,altitude,continent
EAU,KEAU,Eau Claire Chippewa Valley Regional Airport,United States,44.860001,-91.480003,913,America
QEE,EDAV,Eberswalde Finow Airport,Germany,52.826389,13.701182,119,Europe
ECH,YECH,Echuca Airport,Australia,-36.1572,144.761993,323,Australia
EOI,EGED,Eday Airport,United Kingdom,59.191422,-2.77168,10,Europe
EDI,EGPH,Edinburgh Airport,United Kingdom,55.950001,-3.3725,135,Europe
QPE,YPED,Edinburgh RAAF Base,Australia,-34.702679,138.61618,54,Australia
YEG,CYEG,Edmonton International Airport,Canada,53.30772,-113.593163,2326,America
EDO,LTFD,Edremit Balikesir Koca Seyit Airport,Turkey,39.549999,27.01,50,Europe
EDW,KEDW,Edwards Air Force Base,United States,34.905418,-117.883774,2294,America
EEK,PAEE,Eek Airport,United States,60.213673,-162.043884,12,America
QCE,EDME,Eggenfelden Airport,Germany,48.395996,12.721446,1340,Europe
EGS,BIEG,Egilsstadir Airport,Iceland,65.283333,-14.4013,76,Atlantic
ETM,LLER,Eilat Ramon Airport,Israel,29.723694,35.011417,252,Asia
EIN,EHEH,Eindhoven Airport,Netherlands,51.45013,5.374528,74,Europe
ERN,SWEI,Eirunepe Amaury Feitosa Tomaz Airport,Brazil,-6.639178,-69.879814,397,America
EIB,EDGE,Eisenach Kindel Airport,Germany,50.992779,10.472778,1101,Europe
YOA,CYOA,Ekati Airport,Canada,64.699448,-110.614441,1540,America
EUN,GMML,El Aaiun Hassan Airport,Morocco,27.151661,-13.2191,207,Africa
DBB,HEAL,El Alamein International Airport,Egypt,30.924444,28.46139,143,Africa
AAC,HEAR,El Arish International Airport,Egypt,31.04661,33.814857,236,Africa
EBG,SKEB,El Bagre Airport,Colombia,7.59647,-74.808899,180,America
EBH,DAOY,El Bayadh Airport,Algeria,33.720837,1.09153,4484,Africa
FTE,SAWC,El Calafate International Airport,Argentina,-50.2803,-72.053101,669,America
OCC,SECO,El Coca Francisco de Orellana Airport,Ecuador,-0.46288,-76.986801,834,America
ELD,KELD,El Dorado South Arkansas Regional Airport,United States,33.22097,-92.813202,277,America
ELF,HSFS,El Fasher Airport,Sudan,13.61489,25.32465,2393,Africa
ELG,DAUE,El Golea Airport,Algeria,30.57432,2.861646,1295,Africa
VDE,GCHI,El Hierro Airport,Spain,27.81484,-17.886999,103,Atlantic
JAL,MMJA,El Lencero Jalapa Airport,Mexico,19.472221,-96.781944,3127,America
EMT,KEMT,El Monte San Gabriel Valley Airport,United States,34.085583,-118.035095,279,America
ENI,RPEN,El Nido Airport,Philippines,11.2025,119.416115,17,Asia
EBD,HSOB,El Obeid Airport,Sudan,13.15321,30.23267,1927,Africa
ELU,DAUO,El Oued Guemar Airport,Algeria,33.511391,6.776794,203,Africa
EPA,SADP,El Palomar Airport,Argentina,-34.610001,-58.612499,59,America
BIF,KBIF,El Paso Biggs Field Airport,United States,31.849501,-106.379997,3948,America
ELP,KELP,El Paso International Airport,United States,31.802362,-106.392876,3924,America
VIG,SVVG,El Vigia Juan Pablo Perez Alfonso Airport,Venezuela,8.623987,-71.673431,224,America
EZS,LTCA,Elazig Airport,Turkey,38.606918,39.291409,2927,Europe
EBA,LIRJ,Elba Marina di Campo Airport,Italy,42.760269,10.23944,31,Europe
QPQ,EPEL,Elblag Airport,Poland,54.140789,19.422499,3,Europe
ELC,YELD,Elcho Island Airport,Australia,-12.019817,135.569794,100,Australia
EDL,HKEL,Eldoret International Airport,Kenya,0.404458,35.238918,6941,Africa
ELI,PFEL,Elim Airport,United States,64.6147,-162.272003,162,America
ESL,URWI,Elista Airport,Russia,46.370594,44.332966,501,Europe
WHB,YEWA,Eliwana Camp Airport,Australia,-22.428272,116.886856,1583,Australia
ECG,KECG,Elizabeth City Regional Airport,United States,36.260578,-76.1745,10,America
EKX,KEKX,Elizabethtown Regional Airport,United States,37.688889,-85.92778,775,America
ELK,KELK,Elk City Regional Business Airport,United States,35.430801,-99.394302,2013,America
EKI,KEKM,Elkhart Municipal Airport,United States,41.719398,-86.003197,778,America
EKO,KEKO,Elko Regional Airport,United States,40.824909,-115.791,5140,America
ELN,KELN,Ellensburg Bowers Airport,United States,47.033001,-120.530998,1764,America
ELM,KELM,Elmira Corning Regional Airport,United States,42.16304,-76.895859,954,America
ELY,KELY,Ely Airport,United States,39.301945,-114.841942,6259,America
EME,EDWE,Emden Airport,Germany,53.391178,7.227408,2,Europe
EMD,YEML,Emerald Airport,Australia,-23.570068,148.177841,631,Australia
EML,LSME,Emmen Airport,Switzerland,47.092381,8.305237,1391,Europe
EMK,PAEM,Emmonak Airport,United States,62.78513,-164.490707,7,America
EMP,KEMP,Emporia Municipal Airport,United States,38.332066,-96.1912,1209,America
ENO,SGEN,Encarnacion R.Amin Ayub Gonzalez Airport,Paraguay,-27.225821,-55.837086,632,America
ENE,WATE,Ende H. Hasan Aroeboesman Airport,Indonesia,-8.84929,121.660599,49,Asia
NBE,DTNH,Enfidha Hammamet International Airport,Tunisia,36.091946,10.413889,130,Africa
END,KEND,Enid Vance Air Force Base,United States,36.339912,-97.919434,1283,America
WDG,KWDG,Enid Woodring Regional Airport,United States,36.3792,-97.7911,1167,America
QTE,KEKS,Ennis Big Sky Airport,United States,45.274384,-111.648827,5368,America
ENK,EGAB,Enniskillen St Angelo Airport,United Kingdom,54.39888,-7.65166,155,Europe
ENF,EFET,Enontekio Airport,Finland,68.362579,23.42432,1005,Europe
ENS,EHTW,Enschede Twente Airport,Netherlands,52.27441,6.885969,115,Europe
ESE,MMES,Ensenada Airport,Mexico,31.79528,-116.601997,66,America
ENH,ZHES,Enshi Xujiaping Airport,China,30.320278,109.485001,1607,Asia
EBB,HUEN,Entebbe International Airport,Uganda,0.042386,32.443501,3782,Africa
ETS,KEDN,Enterprise Municipal Airport,United States,31.2997,-85.899902,361,America
ENU,DNEN,Enugu Akanu Ibiam International Airport,Nigeria,6.474272,7.561961,466,Africa
EPL,LFSG,Epinal Mirecourt Airport,France,48.325001,6.066742,1084,Europe
EBL,ORER,Erbil International Airport,Iraq,36.240482,43.946671,1270,Asia
ECN,LCEN,Ercan International Airport,Turkey,35.155071,33.502117,376,Asia
ERM,SSER,Erechim Airport,Brazil,-27.663158,-52.272152,2487,America
ERL,ZBER,Erenhot Saiwusu International Airport,China,43.422501,112.096664,3301,Asia
ERF,EDDE,Erfurt Weimar Airport,Germany,50.979809,10.9581,1036,Europe
ERI,KERI,Erie International Airport,United States,42.082001,-80.176201,731,America
QQE,KEIK,Erie Municipal Airport,United States,40.010277,-105.048058,5130,America
ERB,YERN,Ernabella Airport,Australia,-26.264994,132.176712,2317,Australia
ERH,GMFK,Errachidia Moulay Ali Cherif Airport,Morocco,31.9475,-4.39833,3428,Africa
ERC,LTCD,Erzincan Airport,Turkey,39.710201,39.527,3783,Europe
ERZ,LTCE,Erzurum Airport,Turkey,39.956501,41.170158,5763,Europe
EBJ,EKEB,Esbjerg Airport,Denmark,55.52594,8.553403,97,Europe
ESC,KESC,Escanaba Delta County Airport,United States,45.72266,-87.093697,609,America
EKT,ESSU,Eskilstuna Airport,Sweden,59.351101,16.708401,139,Europe
AOE,LTBY,Eskisehir Airport,Turkey,39.811401,30.527,2588,Europe
ESM,SEES,Esmeraldas Carlos Concha Torres International Airport,Ecuador,0.978519,-79.626602,32,America
SID,GVAC,Espargos Amilcar Cabral International Airport,Cape Verde,16.741381,-22.9494,177,Atlantic
EPR,YESP,Esperance Airport,Australia,-33.68,121.82,470,Australia
EQS,SAVE,Esquel Airport,Argentina,-42.907902,-71.139397,2621,America
ESU,GMMI,Essaouira Airport,Morocco,31.397499,-9.681667,383,Africa
ESS,EDLE,Essen Mulheim Airport,Germany,51.402328,6.937333,424,Europe
EUA,NFTE,Eua Kaufana Airport,Tonga,-21.378,-174.957993,325,Pacific
EUC,YECL,Eucla Airport,Australia,-31.707193,128.877411,20,Australia
EUF,KEUF,Eufaula Weedon Field Airport,United States,31.951263,-85.128944,283,America
EUG,KEUG,Eugene Airport,United States,44.12458,-123.210999,374,America
YEU,CYEU,Eureka Airport,Canada,79.99472,-85.814102,272,America
EKA,KEKA,Eureka Murray Field Airport,United States,40.805,-124.114998,7,America
EVH,YEVD,Evans Head Airport,Australia,-29.101456,153.419312,23,Australia
EVV,KEVV,Evansville Regional Airport,United States,38.036991,-87.532303,418,America
EVM,KEVM,Eveleth Virginia Municipal Airport,United States,47.426388,-92.495834,1378,America
EVE,ENEV,Evenes Harstad Narvik Airport,Norway,68.491302,16.678101,84,Europe
PAE,KPAE,Everett Paine Field,United States,47.9077,-122.282799,606,America
QPV,LPEV,Evora Airport,Portugal,38.533463,-7.889648,806,Europe
EVX,LFOE,Evreux Fauville Air Base,France,49.028702,1.21986,464,Europe
EWE,WAKG,Ewer Airport,Indonesia,-5.494589,138.081467,27,Asia
EXT,EGTE,Exeter Airport,United Kingdom,50.73444,-3.41388,102,Europe
EXM,YEXM,Exmouth Airport,Australia,-22.041237,114.102509,36,Australia
EHU,ZHEC,Ezhou Huahu Airport,China,30.341,115.039101,69,Asia
FAC,NTKF,Faaite Airport,French Polynesia,-16.686581,-145.329544,12,Pacific
VDB,ENFG,Fagernes Airport,Norway,61.015549,9.288056,2697,Europe
FIE,EGEF,Fair Isle Airport,United Kingdom,59.534733,-1.628413,236,Europe
EIL,PAEI,Fairbanks Eielson Air Force Base,United States,64.665436,-147.101166,541,America
FAI,PAFA,Fairbanks International Airport,United States,64.815109,-147.856003,439,America
SUU,KSUU,Fairfield Travis Air Force Base,United States,38.262661,-121.927002,63,America
FFD,EGVA,Fairford Airport,United Kingdom,51.683544,-1.790277,273,Europe
QTQ,KCQF,Fairhope H. L. Sonny Callahan Airport,United States,30.460573,-87.876991,66,America
YCZ,CYCZ,Fairmont Hot Springs Airport,Canada,50.330738,-115.873611,2661,America
FRM,KFRM,Fairmont Municipal Airport,United States,43.643902,-94.415604,1162,America
LYP,OPFA,Faisalabad International Airport,Pakistan,31.365009,72.994843,591,Asia
FAV,NTGF,Fakarava Airport,French Polynesia,-16.0541,-145.656006,13,Pacific
FKQ,WASF,Fakfak Torea Airport,Indonesia,-2.92019,132.266998,462,Asia
QTK,KBKS,Falfurrias Brooks County Airport,United States,27.204731,-98.122398,107,America
INL,KINL,Falls International Airport,United States,48.565578,-93.4021,1185,America
KFP,PAKF,False Pass Airport,United States,54.847511,-163.406952,17,America
FAH,OAFR,Farah Airport,Afghanistan,32.365601,62.165138,2400,Asia
FAR,KFAR,Fargo Hector International Airport,United States,46.92065,-96.815697,901,America
FBL,KFBL,Faribault Municipal Airport,United States,44.327831,-93.31144,1048,America
FRG,KFRG,Farmingdale Republic Airport,United States,40.728889,-73.41333,82,America
FMN,KFMN,Farmington Four Corners Regional Airport,United States,36.741249,-108.228996,5506,America
FAM,KFAM,Farmington Regional Airport,United States,37.761101,-90.428596,946,America
FAB,EGLF,Farnborough Airport,United Kingdom,51.275829,-0.77633,238,Europe
FAO,LPFR,Faro Airport,Portugal,37.015244,-7.971661,18,Europe
FYV,KFYV,Fayetteville Drake Field Airport,United States,36.005089,-94.169998,1252,America
FYM,KFYM,Fayetteville Municipal Airport,United States,35.0597,-86.564003,984,America
FAY,KFAY,Fayetteville Regional Airport,United States,34.990002,-78.879997,189,America
FEC,SDIY,Feira de Santana Airport,Brazil,-12.200615,-38.906391,771,America
FRE,AGGF,Fera Island Airport,Solomon Islands,-8.107224,159.577148,17,Pacific
FEG,UTFF,Fergana International Airport,Uzbekistan,40.358761,71.745018,1980,Asia
FFM,KFFM,Fergus Falls Municipal Airport,United States,46.285618,-96.151375,1186,America
QSB,KFHB,Fernandina Beach Municipal Airport,United States,30.61235,-81.462143,14,America
FEN,SBFN,Fernando de Noronha Airport,Brazil,-3.85492,-32.423302,193,America
QHF,LHFM,Fertoszentmiklos Meidl Airport,Hungary,47.582748,16.845503,438,Europe
FEZ,GMFF,Fes Saiss Airport,Morocco,33.927261,-4.97795,1900,Africa
FSC,LFKF,Figari Sud-Corse Airport,France,41.50222,9.096667,87,Europe
FDY,KFDY,Findlay Airport,United States,41.011944,-83.66861,813,America
FIK,YFNE,Finke Airport,Australia,-25.594353,134.583359,909,Australia
QTI,KFIT,Fitchburg Municipal Airport,United States,42.553902,-71.759102,330,America
FIZ,YFTZ,Fitzroy Crossing Airport,Australia,-18.1819,125.558998,368,Australia
FLG,KFLG,Flagstaff Pulliam Airport,United States,35.140308,-111.668999,7014,America
FLF,EDXF,Flensburg Schaferhaus Airport,Germany,54.773335,9.378889,131,Europe
YFO,CYFO,Flin Flon Airport,Canada,54.678051,-101.681,997,America
FLS,YFLI,Flinders Island Airport,Australia,-40.095001,147.996674,34,Australia
FNT,KFNT,Flint Bishop International Airport,United States,42.96542,-83.743599,782,America
FVL,YFLO,Flora Valley Airport,Australia,-18.297848,128.456558,1221,Australia
FLR,LIRQ,Florence Peretola Airport,Italy,43.809952,11.2051,142,Europe
FLO,KFLO,Florence Regional Airport,United States,34.18536,-79.723801,147,America
FLA,SKFL,Florencia Gustavo Artunduaga Paredes Airport,Colombia,1.588989,-75.563797,803,America
FLW,LPFL,Flores Airport,Portugal,39.455269,-31.1313,112,Atlantic
FRS,MGMM,Flores Mundo Maya International Airport,Guatemala,16.913811,-89.866302,427,America
FLN,SBFL,Florianopolis Hercilio Luz International Airport,Brazil,-27.670401,-48.5471,20,America
FRO,ENFL,Floro Airport,Norway,61.583611,5.024722,37,Europe
FOG,LIBF,Foggia Gino Lisa Airport,Italy,41.432911,15.53502,266,Europe
ZFD,CZFD,Fond Du Lac Airport,Canada,59.334209,-107.18119,788,America
FLD,KFLD,Fond du Lac County Airport,United States,43.771198,-88.488403,808,America
FRB,YFBS,Forbes Airport,Australia,-33.362652,147.927444,761,Australia
FDE,ENBL,Forde Airport,Norway,61.391109,5.756944,1046,Europe
FRL,LIPK,Forli Airport,Italy,44.194752,12.07009,97,Europe
FMA,SARF,Formosa International Airport,Argentina,-26.2127,-58.2281,194,America
FOS,YFRT,Forrest Airport,Australia,-30.836773,128.112946,511,Australia
QBF,YFTA,Forrestania Airport,Australia,-32.582005,119.707741,1362,Australia
YFA,CYFA,Fort Albany Airport,Canada,52.241669,-81.591667,53,America
YPY,CYPY,Fort Chipewyan Airport,Canada,58.76722,-111.116997,761,America
FNL,KFNL,Fort Collins Northern Colorado Regional Airport,United States,40.45182,-105.011002,5016,America
FOD,KFOD,Fort Dodge Regional Airport,United States,42.551189,-94.191803,1156,America
FAF,KFAF,Fort Eustis Felker Army Airfield,United States,37.132519,-76.608826,12,America
YAG,CYAG,Fort Frances Municipal Airport,Canada,48.650002,-93.43,1125,America
YGH,CYGH,Fort Good Hope Airport,Canada,66.240555,-128.645752,230,America
YFH,CYFH,Fort Hope Airport,Canada,51.559345,-87.897957,905,America
FHU,KFHU,Fort Huachuca Sierra Vista Municipal Airport,United States,31.58847,-110.344002,4719,America
POE,KPOE,Fort Johnson Maks Army Airfield,United States,31.044645,-93.191597,310,America
FXE,KFXE,Fort Lauderdale Executive Airport,United States,26.197269,-80.1707,13,America
FLL,KFLL,Fort Lauderdale Hollywood International Airport,United States,26.07258,-80.152702,9,America
FLV,KFLV,Fort Leavenworth Sherman Army Airfield,United States,39.368362,-94.914658,770,America
POB,KPOB,Fort Liberty Pope Field,United States,35.170834,-79.014442,201,America
FBG,KFBG,Fort Liberty Simmons Army Airfield,United States,35.131908,-78.936401,238,America
JHL,CAL4,Fort MacKay Albian Aerodrome,Canada,57.2239,-111.418999,1048,America
YFI,CYFI,Fort MacKay Firebag Aerodrome,Canada,57.275833,-110.976669,1762,America
HZP,CYNR,Fort MacKay Horizon Airport,Canada,57.381668,-111.701111,916,America
YMM,CYMM,Fort McMurray Airport,Canada,56.653332,-111.221001,1211,America
FME,KFME,Fort Meade Tipton Airport,United States,39.088482,-76.753716,151,America
FMY,KFMY,Fort Myers Page Field Airport,United States,26.586611,-81.863197,17,America
YYE,CYYE,Fort Nelson Airport,Canada,58.83638,-122.596001,1253,America
FPR,KFPR,Fort Pierce Treasure Coast International Airport,United States,27.4951,-80.368301,24,America
YER,CYER,Fort Severn Airport,Canada,56.0177,-87.677505,43,America
YFS,CYFS,Fort Simpson Airport,Canada,61.760151,-121.236511,561,America
YSM,CYSM,Fort Smith Airport,Canada,60.020271,-111.960999,671,America
FSM,KFSM,Fort Smith Regional Airport,United States,35.336578,-94.367401,469,America
YXJ,CYXJ,Fort St. John Airport,Canada,56.238049,-120.739998,2280,America
LIY,KLHW,Fort Stewart Midcoast Regional Airport,United States,31.891504,-81.560844,41,America
FST,KFST,Fort Stockton Pecos County Airport,United States,30.914251,-102.917603,2997,America
FWA,KFWA,Fort Wayne International Airport,United States,40.97847,-85.195099,814,America
AFW,KAFW,Fort Worth Alliance Airport,United States,32.98,-97.309998,722,America
FTW,KFTW,Fort Worth Meacham International Airport,United States,32.819771,-97.362396,710,America
FYU,PFYU,Fort Yukon Airport,United States,66.571487,-145.25,447,America
FOR,SBFZ,Fortaleza Pinto Martins International Airport,Brazil,-3.77628,-38.532501,82,America
QBO,YFOR,Fortnum Airport,Australia,-25.338013,118.377426,1666,Australia
QTO,KFOT,Fortuna Rohnerville Airport,United States,40.553776,-124.132385,365,America
FUO,ZGFS,Foshan Shadi Airport,China,23.0825,113.070831,13,Asia
FOA,EGFO,Foula Airport,United Kingdom,60.122524,-2.053583,91,Europe
IGU,SBFI,Foz do Iguacu International Airport,Brazil,-25.5961,-54.487202,787,America
FRC,SIMK,Franca Airport,Brazil,-20.592199,-47.3829,3292,America
MVB,FOON,Franceville Mvengue Airport,Gabon,-1.656,13.437837,1441,Africa
FBE,SSFB,Francisco Beltrao Airport,Brazil,-26.059431,-53.063942,2119,America
FRW,FBFT,Francistown Phillip Gaonwe Matante International Airport,Botswana,-21.1591,27.468296,3292,Africa
FFT,KFFT,Frankfort Capital City Airport,United States,38.18,-84.900002,812,America
FRA,EDDF,Frankfurt Airport,Germany,50.037796,8.555783,364,Europe
QEF,EDFE,Frankfurt Egelsbach Airport,Germany,49.961109,8.643611,385,Europe
HHN,EDFH,Frankfurt Hahn Airport,Germany,49.948669,7.263892,1649,Europe
FKL,KFKL,Franklin Venango Regional Airport,United States,41.379166,-79.859718,1540,America
WHO,NZFJ,Franz Josef Airport,New Zealand,-43.363503,170.134781,305,Pacific
FDK,KFDK,Frederick Municipal Airport,United States,39.417599,-77.374298,303,America
FDR,KFDR,Frederick Regional Airport,United States,34.352001,-98.983902,1258,America
YFC,CYFC,Fredericton International Airport,Canada,45.868881,-66.537201,68,America
FPO,MYGF,Freeport Grand Bahama International Airport,Bahamas,26.55868,-78.695503,7,America
FNA,GFLL,Freetown Lungi International Airport,Sierra Leone,8.616444,-13.1954,84,Africa
QCF,EDTF,Freiburg Airport,Germany,48.022652,7.832583,797,Europe
FET,KFET,Fremont Municipal Airport,United States,41.4491,-96.520203,1204,America
FRH,KFRH,French Lick Municipal Airport,United States,38.506214,-86.636841,796,America
FCH,KFCH,Fresno Chandler Executive Airport,United States,36.73214,-119.820335,277,America
FAT,KFAT,Fresno Yosemite International Airport,United States,36.776192,-119.718002,336,America
QYE,LSGE,Fribourg Ecuvillens Airport,Switzerland,46.755207,7.075892,2993,Europe
FRD,KFHR,Friday Harbor Airport,United States,48.524807,-123.026497,113,America
FDH,EDNY,Friedrichshafen Airport,Germany,47.67131,9.511486,1367,Europe
FRY,KIZG,Fryeburg Eastern Slopes Regional Airport,United States,43.9911,-70.947899,454,America
FUE,GCFV,Fuerteventura Airport,Spain,28.452709,-13.8637,83,Atlantic
FJR,OMFJ,Fujairah International Airport,United Arab Emirates,25.112221,56.323959,152,Asia
FUJ,RJFE,Fukue Airport,Japan,32.66626,128.832794,273,Asia
FKJ,RJNF,Fukui Airport,Japan,36.142799,136.223999,19,Asia
FUK,RJFF,Fukuoka Airport,Japan,33.585941,130.450607,32,Asia
FKS,RJSF,Fukushima Airport,Japan,37.227428,140.430603,1221,Asia
FUL,KFUL,Fullerton Municipal Airport,United States,33.872013,-117.979782,96,America
FND,VRCF,Funadhoo Airport,Maldives,6.161111,73.287224,6,Indian
FUN,NGFU,Funafuti International Airport,Tuvalu,-8.525,179.196304,9,Pacific
